"ID_на_сайте","Наименование","Ссылка","Промо_цена","Регулярная_цена","name"
614750,"Чай Алтайвита Солнечный день травяной, 40г",https://online.metro-cc.ru/products/40g-altajvita-travyanoj-solnechyj-den,,176,АЛТАЙВИТА
120011,"Чай Принцесса Канди цейлонский черный (2г x 100шт), 200г",https://online.metro-cc.ru/products/princessa-kandi-chernyj-cejlon-100-2g,159,182,ПРИНЦЕССА КАНДИ
603138095,"Чай черный Принцесса Нури Солнце цейлона листовой, 250г",https://online.metro-cc.ru/products/250g-chay-chernyy-printsessa-nuri-solntse-tseylona-listovoy,269,329,ПРИНЦЕССА НУРИ
313874890,"Чай Азерчай черный листовой, 200г",https://online.metro-cc.ru/products/200g-chay-azerchay-chyornyy-listovoy,,389,АЗЕРЧАЙ
506110,"Чай Greenfield Royal Earl Grey с бергамотом черный (2г x 20шт), 40г",https://online.metro-cc.ru/products/greenfield-chernyj-s-bergamotom-royal-earl-grey-v-sashe-20-piramidok,109,196,GREENFIELD
601354163,"Сокочай черный Befruitbe имбирь-апельсин-малина, 50г",https://online.metro-cc.ru/products/50g-sokochay-chernyy-befruitbe-imbirapelsinmalina,,254,BEFRUITBE
596351737,"Чайный напиток Herbarus Ассорти (1.8г х 24шт), 43г",https://online.metro-cc.ru/products/24shth18g-chaynyy-napitok-herbarus-assorti,189,289,HERBARUS
203489,"Чай Майский Корона Российской Империи черный крупнолистовой, 100г",https://online.metro-cc.ru/products/majskij-chernyj-korona-rossijskoj-imperii-100g,,119,МАЙСКИЙ
519720,"Чай Richard Royal Ceylon черный, 90г",https://online.metro-cc.ru/products/chernyj-richard-royal-ceylon-90g,119,189,RICHARD
550287461,"RIOBA Чай черный цветущий сад (2г x 25шт), 50г",https://online.metro-cc.ru/products/rioba-chay-chernyy-tsvetuschiy-sad-2g-x-25,,123,RIOBA
200116,"Чай Curtis Isabella Grape черный пирамидки (1.8г x 20шт), 36г",https://online.metro-cc.ru/products/chernyj-curtis-isabella-grape-piramidki-20x18g,79.9,119,CURTIS
594486,"Чай Basilur Китайский чай Молочный улун (1.5г х 100шт), 150г",https://online.metro-cc.ru/products/100x15g-chaj-basilur-kitajskij-molochnyj-ulun,,579,BASILUR
119278,"Чай Maitre de The Lux Noir черный листовой, 100г",https://online.metro-cc.ru/products/maitre-chernyj-lux-noir-100g,,389,MAITRE DE THE
538346,"Чай Green Panda Красный петух крупнолистовой, 100г",https://online.metro-cc.ru/products/zelenaya-panda-krasnyj-petuh-krupnyj-list-100-g,,189,GREEN PANDA
240996772,"Чай Майский черный сердце цейлона (1.7г x 100шт), 170г",https://online.metro-cc.ru/products/100x17g-chay-mayskiy-chernyy-serdtse-tseylona-paketirovannyy,189,235,МАЙСКИЙ
603139820,"Чай черный Принцесса Нури высокогорный гранулированный, 250г",https://online.metro-cc.ru/products/250g-chay-chernyy-printsessa-nuri-vysokogornyy-granulirovannyy,169,199,ПРИНЦЕССА НУРИ
127547,"RIOBA Чай черный Мятная свежесть (2г х 20шт), 40г",https://online.metro-cc.ru/products/rioba-chernyj-myatnaya-svezhest-20x2g,,269,RIOBA
550287456,"RIOBA Напиток чайный ромашковый (1.2г x 25шт), 30г",https://online.metro-cc.ru/products/rioba-napitok-chaynyy-romashkovyy-12g-x-25,,104,RIOBA
614789,"Чай Алтайвита Хохот шамана травяной, 40г",https://online.metro-cc.ru/products/40g-altajvita-travyanoj-hohot-shamana,,176,АЛТАЙВИТА
538598,"Чай Green Panda Загадка Тибета черный пуэр крупнолистовой, 100г",https://online.metro-cc.ru/products/zelenaya-panda-zagadka-tibeta-chernyj-puer-100-g,,204,GREEN PANDA
614906,"Чай Алтайвита Витаминный коктейль травяной, 40г",https://online.metro-cc.ru/products/40g-altajvita-travyanoj-vitamin-koktejl,,176,АЛТАЙВИТА
514944,"RIOBA Чай зеленый c жасмином, 400г",https://online.metro-cc.ru/products/rioba-zelenyj-listovoj-c-zhasminom-400g,,519,RIOBA
136580,"Чай Ahmad Tea English Breakfast черный (2г х 25 пак), 50г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-bajhovyj-melkij-english-breakfast-25-pak,99.9,129,AHMAD TEA
615659,"Напиток чайный Eastford Ягоды облепихи с яблоком (6г х 12шт), 72г",https://online.metro-cc.ru/products/72g-napitok-eastford-yagody-oblepihi-yabloko,299,349,EASTFORD
104867,"Чай Ahmad Tea Green Tea зеленый (2г х 25 пак), 50г",https://online.metro-cc.ru/products/ahmad-tea-zelenyj-25h2-g,,145,AHMAD TEA
594985,"Чай Basilur Избранная классика Эрл Грей черный, 100г",https://online.metro-cc.ru/products/100g-chaj-basilur-izbrannaya-klassika-erl-grej,,419,BASILUR
425054,"Чай Азерчай черный листовой с чабрецом, 100г",https://online.metro-cc.ru/products/art_578785,,177,АЗЕРЧАЙ
412086,"Чай Tess ассорти из 12 вкусов 60шт, 102г",https://online.metro-cc.ru/products/tess-assorti-iz-12-vkusov-v-kartonnoj-korobke-v-sashe-60-pak,369,489,TESS
395511,"Чай Basilur Leaf of Ceylon Uva черный листовой, 200г",https://online.metro-cc.ru/products/200g-bazilur-uva,,659,BASILUR
181202,"Чай Ahmad Tea зеленый листовой, 200г",https://online.metro-cc.ru/products/ahmad-tea-zelenyj-listovoj-200g,,329,AHMAD TEA
615233,"Напиток чайный Nature's Own Factory Полезный гречишный с манго, 100г",https://online.metro-cc.ru/products/napitok-grechishnyj-s-mango-nature-039s-own-factory-100g,,719,NATURE'S OWN FACTORY
596161917,"Чай зеленый Richman Young Hyson, 100г",https://online.metro-cc.ru/products/100g-chay-zelenyy-richman-young-hyson,159,225,RICHMAN
601243628,"Чайный напиток Herbarus Имбирная энергия (2г x 24шт), 48г",https://online.metro-cc.ru/products/24h2g-chaynyy-napitok-herbarus-imbirnaya-energiya,189,289,HERBARUS
289691972,"Чай Althaus Darjeeling черный пакетированный (1.75г x 20шт), 35г",https://online.metro-cc.ru/products/20h175g-chay-althaus-darjeeling-chernyy-paketirovannyy,,419,ALTHAUS
122018,"Чай Tess Pleasure с шиповником и яблоком черный, 200г",https://online.metro-cc.ru/products/tess-chernyj-shipovnik-yabloko-pleasure-200g,,299,TESS
463054,"Чай Master Team черный байховый крупнолистовой, 800г",https://online.metro-cc.ru/products/master-team-standart-704-chernyj-bajhovyj-cejlonskij-vysshego-sorta-800gr,,879,MASTER TEAM
473721201,"RIOBA Чай зеленый классический (2г x 100шт), 200г",https://online.metro-cc.ru/products/100h2g-chay-rioba-zelenyy-klassicheskiy,,449,RIOBA
313874895,"Чай Азерчай черный букет (2г x 25шт), 50г",https://online.metro-cc.ru/products/25h2g-chay-azerchay-chyornyy-buket-paketirovannyy,,109,АЗЕРЧАЙ
411936,"Чай Майский черный (2г х 200шт), 400г",https://online.metro-cc.ru/products/chernyj-majskij-v-sashetah-200h2g,,629,МАЙСКИЙ
474377640,"RIOBA Чай черный классический (2г x 100шт), 200г",https://online.metro-cc.ru/products/100h2g-chay-rioba-chernyy-klassicheskiy,,429,RIOBA
102543,"Чай Newby Ассам черный листовой, 100г",https://online.metro-cc.ru/products/chernyj-newby-assam-100g,,799,NEWBY
6133901,"Чай черный Алтайвита со смородиной (2г х 15пак), 30г",https://online.metro-cc.ru/products/chernyj-altajvita-so-smorodinoj-15x2g,109,130,АЛТАЙВИТА
615944,"Чай Eastford зеленый с мятой, мелиссой, цедрой лимона и апельсина (4г х 12шт), 48г",https://online.metro-cc.ru/products/48g-eastford-zel-s-myatoj-cedroj-limona-apels,,199,EASTFORD
615467,"Напиток чайный Nature's Own Factory Полезный гречишный с кокосом, 100г",https://online.metro-cc.ru/products/napitok-grechishnyj-s-kokosom-nature-039s-own-factory-100g,,719,NATURE'S OWN FACTORY
550287126,"RIOBA Напиток чайный ройбуш ягодный (1.5г x 25шт), 37г",https://online.metro-cc.ru/products/rioba-napitok-chaynyy-roybush-yagodnyy-15g-x-25,,121,RIOBA
112138,"Чай Лисма черный крепкий (2г х 25шт), 50г",https://online.metro-cc.ru/products/lisma-chernyj-krepkij-25h2g,44.9,69.9,ЛИСМА
550299061,"RIOBA Чай черный Эрл грей (2г x 25шт), 50г",https://online.metro-cc.ru/products/rioba-chay-chernyy-erl-grey-2g-x-25,,115,RIOBA
473943965,"RIOBA Чай зеленый с мелиссой (2г x 25шт), 50г",https://online.metro-cc.ru/products/25h2g-chay-rioba-zelenyy-s-melissoy,,114,RIOBA
604484840,"Чай черный Tess Pleasure шиповник-яблоко листовой, 100г",https://online.metro-cc.ru/products/100g-chay-chernyy-tess-pleasure-shipovnikyabloko-listovoy,109,139,TESS
625452,"Чай Greenfield Earl grey fantasy черный с бергамотом, 100г",https://online.metro-cc.ru/products/100g-greenfield-earl-grey-listovoj,,207,GREENFIELD
318027211,"Чай Just T зеленый China Green Jewel (2г x 20шт), 40г",https://online.metro-cc.ru/products/20h2g-chay-just-t-zelenyy-china-green-jewel-pak,359,399,JUST T
240886662,"Напиток Nature's Own Factory гречишный чайный банан-клубника, 75г",https://online.metro-cc.ru/products/75g-grechishnyy-chaynyy-napitok-natures-factory-bananklubnika,399,499,NATURE'S OWN FACTORY
318016541,"Чай Just T зеленый Unforget Morrocan mint (1г x 20шт), 20г",https://online.metro-cc.ru/products/20h1g-chay-just-t-zelenyy-unforget-moroccan-mint-pak,359,399,JUST T
601354158,"Чай черный Befruitbe крупнолистовой, 50г",https://online.metro-cc.ru/products/50g-chay-chernyy-befruitbe-krupnolistovoy,,92.9,BEFRUITBE
601742803,"Чай черный Принцесса Ява сочный лимон в пакетиках (1.5г x 25шт), 38г",https://online.metro-cc.ru/products/25shth15g-chay-zelenyy-printsessa-yava-sochnyy-limon-v-paketikah,60.9,69.9,ПРИНЦЕССА ЯВА
617467,"Чай Curtis Delicate Black черный мелколистовой (1.7г х 100шт), 170г",https://online.metro-cc.ru/products/100h17g-curtis-delicate-black,249,319,CURTIS
316700005,"Чай Just T черный Baby It's cold outside (1.75г x 20шт), 35г",https://online.metro-cc.ru/products/20h175g-chay-just-t-chyornyy-baby-its-cold-outside-pak,359,399,JUST T
6133786,"Чай черный Алтайвита с шиповником (2г х 15пак), 30г",https://online.metro-cc.ru/products/chernyj-altajvita-s-shipovnikom-15x2g,109,130,АЛТАЙВИТА
240997267,"Напиток Nature's Own Factory гречишный чайный груша-ваниль, 75г",https://online.metro-cc.ru/products/75g-grechishnyy-chaynyy-napitok-natures-factory-grushavanil,399,499,NATURE'S OWN FACTORY
225983,"Чай Принцесса Нури высокогорный черный (2г x 50 шт), 100г",https://online.metro-cc.ru/products/chernyj-princessa-nuri-vysokogornyj-50h2g,99.9,120,ПРИНЦЕССА НУРИ
538453,"Чай Green Panda Нефритовый сад зеленый сенча крупнолистовой, 100г",https://online.metro-cc.ru/products/kitajskij-zelenyj-nefritovyj-sad-green-panda-100g,,259,GREEN PANDA
498961,"Чай Maitre de The Луи Дор черный, 150г",https://online.metro-cc.ru/products/maitre-de-the-lui-dor-chernyj-v-zheleznoj-banke-150-g,,639,MAITRE DE THE
92809,"Чай Принцесса Нури черный цейлонский (2г x 100шт), 200г",https://online.metro-cc.ru/products/princessa-nuri-chernyj-cejlonskij-100x2g,219,239,ПРИНЦЕССА НУРИ
313076313,"Чай Азерчай черный байховый с бергамотом (2г x 25шт), 50г",https://online.metro-cc.ru/products/25h2g-chay-azerchay-chyornyy-bayhovyy-s-bergamotom-paket,,114,АЗЕРЧАЙ
316699950,"Чай Just T белый Darling Peach (2г x 20шт), 40г",https://online.metro-cc.ru/products/20h2g-chay-just-t-belyy-darling-peach-paketirovannyy,359,399,JUST T
318027216,"Чай Just T черный Sunrise Breakfast (3г x 20шт), 60г",https://online.metro-cc.ru/products/20h3g-chay-just-t-chyornyy-sunrise-breakfast-pak,359,399,JUST T
550299116,"RIOBA Чай черный с мятой (2г x 25шт), 50г",https://online.metro-cc.ru/products/rioba-chay-chernyy-s-myatoy-2g-x-25,,107,RIOBA
183153,"Чай Принцесса Ява Традиционный зеленый (2г х 25шт), 50г",https://online.metro-cc.ru/products/princessa-yava-zelenyj-25h2g,59.9,67.9,ПРИНЦЕССА ЯВА
601585538,"Чай Майский зимнее ассорти в сашетах, 31г",https://online.metro-cc.ru/products/chay-mayskiy-zimnee-assorti-v-sashetah-31g,,195,МАЙСКИЙ
624572,"Напиток чайный Tipson Sleep well травяной (1.3г x 20шт), 26г",https://online.metro-cc.ru/products/tipson-sleep-well-travyanoj-20-paketikov,,359,TIPSON
495577,"Чай Greenfield Меджик Юньнань черный (2г x 100шт), 200г",https://online.metro-cc.ru/products/greenfield-medzhik-yunnan-chernyj-100-2g,299,359,GREENFIELD
126882,"Чай Greenfield Golden Ceylon черный крупнолистовой, 100г",https://online.metro-cc.ru/products/100g-chernyj-zolotoj-cejlon-428444,,175,GREENFIELD
473944135,"RIOBA Напиток чайный каркаде (1.8г x 25шт), 45г",https://online.metro-cc.ru/products/25x18g-chaynyy-napitok-rioba-karkade,,114,RIOBA
473944140,"RIOBA Чай черный с ароматом лимона (2г x 25шт), 50г",https://online.metro-cc.ru/products/25h2g-chay-rioba-chernyy-s-aromatom-limona,,114,RIOBA
625722,"Чай Принцесса Нури Лимон черный ароматизированный (1.5г x 25шт), 38г",https://online.metro-cc.ru/products/25h15g-princessa-nuri-limon-paketirovan,64.9,76.9,ПРИНЦЕССА НУРИ
614561,"Чай Curtis Delicate черный (1.7г x 25шт), 43г",https://online.metro-cc.ru/products/25sht-curtis-delikato-chernyj,109,119,CURTIS
594428,"Чай Basilur Избранная классика Английский завтрак черный, 100г",https://online.metro-cc.ru/products/100g-chaj-basilur-izbran-klassika-angl-zavtrak,,419,BASILUR
228115,"Чай Tess Sunrise черный листовой, 200г",https://online.metro-cc.ru/products/tess-chernyj-sunrise-200g,,293,TESS
311826797,"Чай Akbar Gold черный пакетированный (2г x 25шт), 50г",https://online.metro-cc.ru/products/25h2g-chay-akbar-gold-chyornyy-paketirovannyy,74.9,115,AKBAR
609095,"aro Чай черный пакетированный (1.8г х 20шт), 36г",https://online.metro-cc.ru/products/20x18g-aro-chernyj-pak,,25.49,ARO
240886167,"Чай Curtis черный Pleasure Time шиповник-яблоко-карамель (1.7г x 25шт), 38г",https://online.metro-cc.ru/products/25x17g-chay-curtis-chernyy-pleasure-time-shipyablkaramel,109,119,CURTIS
615494,"Напиток чайный Eastford Цветки ромашки (1.5г х 12шт), 18г",https://online.metro-cc.ru/products/18g-napitok-eastford-cvety-romashki,229,246,EASTFORD
603136515,"Чай черный Принцесса Канди цейлон в пакетиках (2г x 25шт), 50г",https://online.metro-cc.ru/products/25shth2g-chay-chernyy-printsessa-kandi-tseylon-v-paketikah,54.9,61.9,ПРИНЦЕССА КАНДИ
603139830,"Чай черный Tess High Ceylon в пакетиках (2.25г x 25шт), 56г",https://online.metro-cc.ru/products/25shtx225g-chay-chernyy-tess-high-ceylon-v-paketikah,,109,TESS
240886177,"Чай Майский черный сердце цейлона, 100г",https://online.metro-cc.ru/products/100g-chay-mayskiy-chernyy-serdtse-tseylona-listovoy,129,154,МАЙСКИЙ
603139825,"Чай черный Гита индийский в пакетиках (2г x 25шт), 50г",https://online.metro-cc.ru/products/25shth2g-chay-chernyy-gita-indiyskiy-v-paketikah,,36.49,ГИТА
121445,"Чай Ahmad Tea черный English №1 (2г х 25 пак), 50г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-english-tea-1-25h2g,,142,AHMAD TEA
603139845,"Чай зеленый Greenfield Flying Dragon листовой, 100г",https://online.metro-cc.ru/products/100g-chay-zelenyy-greenfield-flying-dragon-listovoy,,194,GREENFIELD
406539,"Чай Майский Корона Российской Империи черный (2г х 25 шт), 50г",https://online.metro-cc.ru/products/chernyj-majskij-korona-rossijskoj-imperii-25x2g,54.9,69.9,МАЙСКИЙ
634731,"Чай Принцесса Нури отборный черный (2г x 25шт), 50г",https://online.metro-cc.ru/products/25h2g-princessa-nuri-otbornyj,59.9,64.9,ПРИНЦЕССА НУРИ
240886172,"Чай Майский черный сердце цейлона (1.7г x 25шт), 43г",https://online.metro-cc.ru/products/25x17g-chay-mayskiy-chernyy-serdtse-tseylona-paketirovannyy,,85.9,МАЙСКИЙ
316700115,"Напиток Milford чайный 12 трав (2.25г x 20шт), 45г",https://online.metro-cc.ru/products/20h225g-chaynyy-napitok-milford-12-trav,,148,MILFORD
626167,"Чай Принцесса Канди Медиум черный, листовой, 200г",https://online.metro-cc.ru/products/200g-princessa-kandi-medium-listovoj,119,194,ПРИНЦЕССА КАНДИ
625592,"Чай Tess Pleasure черный с шиповником и яблоком (1.5г x 25шт), 38г",https://online.metro-cc.ru/products/25h15g-tess-pleasure-paketirovannyj,,109,TESS
603139835,"Чай черный Tess Sunrise в пакетиках (1.8г x 25шт), 45г",https://online.metro-cc.ru/products/25shtx18g-chay-chernyy-tess-sunrise-v-paketikah,,109,TESS
8910359,"Чай Лисма насыщенный пакетированный (1.8г x 25шт), 45г",https://online.metro-cc.ru/products/chay-lisma-nasyschennyy-paketirovannyy-25-x-18g,,61.9,ЛИСМА
550299066,"RIOBA Чай черный классический (2г x 25шт), 50г",https://online.metro-cc.ru/products/rioba-chay-chernyy-klassicheskiy-2g-x-25,,109,RIOBA
626272,"Чай Принцесса Канди Медиум черный, листовой, 100г",https://online.metro-cc.ru/products/100g-princessa-kandi-medium-listovoj,65.9,68.9,ПРИНЦЕССА КАНДИ
635241,"Чай Принцесса Нури высокогорный черный (2г x 25шт), 50г",https://online.metro-cc.ru/products/25h2g-princessa-nuri-vysokogornyj,59.9,67.9,ПРИНЦЕССА НУРИ
141110,"Чай Майский черный отборный (2г x 25шт), 50г",https://online.metro-cc.ru/products/majskij-chernyj-otbornyj-25h2-g,54.9,69.9,МАЙСКИЙ
259209,"Чай Basilur Белая луна зеленый, 100г",https://online.metro-cc.ru/products/chernyj-basilur-magic-nights-100g,,419,BASILUR
638163,"Чай Althaus с жасмином для чайника зеленый (4г x 15шт), 60г",https://online.metro-cc.ru/products/15h4g-althaus-zel-s-zhasminom-dlya-chajnika,799,859,ALTHAUS
603138100,"Чай черный Принцесса Нури высокогорный листовой, 100г",https://online.metro-cc.ru/products/100g-chay-chernyy-printsessa-nuri-vysokogornyy-listovoy,88.9,98.9,ПРИНЦЕССА НУРИ
596292274,"Чай черный Richman бергамот, 40г",https://online.metro-cc.ru/products/40g-chay-chernyy-richman-bergamot,129,196,RICHMAN
92549,"Чай Ahmad Tea English Breakfast черный (2г x 100шт), 200г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-english-breakfast-100x2g,359,489,AHMAD TEA
237428757,"Чай Curtis Desserts Tea Collection ассорти (1.95г x 30шт), 59г",https://online.metro-cc.ru/products/30h195g-chay-curtis-dessert-tea-collection-assorti,249,359,CURTIS
237429037,"Чай Richard Tea №1 черный мята-цитрус (2г х 25шт), 50г",https://online.metro-cc.ru/products/25x2g-chay-richard-kings-tea-1-chyornyy-myatatsitrus,89.9,132,RICHARD
601355648,"Сокочай черный Befruitbe имбирь-яблоко-облепиха, 100г",https://online.metro-cc.ru/products/100g-sokochay-chernyy-befruitbe-imbiryablokooblepiha,,589,BEFRUITBE
85964,"Чай Ahmad Tea English Tea №1 черный (2г x 100шт), 200г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-englishtea-1-100-pak,359,529,AHMAD TEA
167748,"Чай Ahmad Tea Ceylon Tea Orange Pekoe черный листовой, 200г",https://online.metro-cc.ru/products/ahmad-tea-chernyj-bajhovyj-cejlonskij-orange-pekoe-200g,299,409,AHMAD TEA
97323,"Чай Hilltop Рождественские катания, 150г",https://online.metro-cc.ru/products/art_399971,,1049,HILLTOP
608852,"aro Чай черный пакетированный (1.8г х 1000шт), 1.8кг",https://online.metro-cc.ru/products/1000x18g-aro-chernyj-pak,,1219,ARO
91412,"aro Чай черный индийский (1.8г х 100шт), 180г",https://online.metro-cc.ru/products/aro-chernyj-indijskij-100x18g,,138,ARO
473943970,"RIOBA Чай зеленый классический (2г x 25шт), 50г",https://online.metro-cc.ru/products/25h2g-chay-rioba-zelenyy-klassicheskiy,,105,RIOBA
413151204,"Чай Т-Eco черный байховый среднелистовой, 200г",https://online.metro-cc.ru/products/200g-chay-t-eco-chernyy-bayhovyy-srednelistovoy,,62.9,Т-ECO
91411,"aro Чай черный индийский, 200г",https://online.metro-cc.ru/products/aro-chernyj-indijskij-200g,,58.9,ARO
403258188,"Чай Майский Корона Российской Империи черный цейлонский крупнолистовой, 200г x 12 шт",https://online.metro-cc.ru/products/200g-chay-mayskiy-korona-rossiyskoy-imperii-chern,,2868,МАЙСКИЙ
567608,"Чай Richard Lord Grey черный байховый в саше (2г х 25 пак), 50г x 12 шт",https://online.metro-cc.ru/products/richard-lord-grey-chernyj-bajhovyj-25-2g,,1308,RICHARD
159554,"Чай Ahmad Tea Ceylon Tea High Mountain черный листовой, 200г x 2 шт",https://online.metro-cc.ru/products/ahmad-cejlonskij-chernyj-200g,,818,AHMAD TEA
567683,"Чай Richard Royal Ceylon черный байховый (2г х 25 пак), 50г x 12 шт",https://online.metro-cc.ru/products/richard-royal-ceylon-chernyj-25-2g,,1308,RICHARD
118820,"Чай Принцесса Нури черный цейлонский (2г х 100 пак), 200г x 18 шт",https://online.metro-cc.ru/products/princessa-nuri-otbornyj-chernyj-100h2g,,4302,ПРИНЦЕССА НУРИ
87796,"Чай Greenfield Summer Bouquet 25 пакетиков (2г x 25 пак), 50г х 2 шт",https://online.metro-cc.ru/products/greenfield-summer-bouquet-25h2g,,218,GREENFIELD
238066,"Чай Curtis Isabella Grape черный пирамидки (1.8г х 20 пак), 36г x 2 шт",https://online.metro-cc.ru/products/chernyj-curtis-isabella-grape-piramidki-20x18g-505404,,199.8,CURTIS
554072,"Чай Майский Корона Российской Империи черный цейлонский крупнолистовой (2г х 100пак), 200г x 6 шт",https://online.metro-cc.ru/products/majskij-chernyj-korona-rossijskoj-imperii-100-pak,,1134,МАЙСКИЙ
107863,"Чай Лисма черный крепкий (2г х 25 пак), 50г x 3 шт",https://online.metro-cc.ru/products/lisma-chernyj-krepkij-25h2g-466447,,134.7,ЛИСМА
202061,"Чай Ahmad Tea Orange Pekoe черный листовой байховый цейлонский, 200г x 2 шт",https://online.metro-cc.ru/products/ahmad-tea-chernyj-bajhovyj-cejlonskij-orange-pekoe-200g-439378,,818,AHMAD TEA
567762,"Чай Майский черный отборный 25 пакетиков (2г x 25 пак), 50г х 27 шт",https://online.metro-cc.ru/products/majskij-chernyj-otbornyj-25h2-g-31886,,1590.3,МАЙСКИЙ
105902,"Чай Ahmad Tea Earl Grey черный листовой, 200г x 2 шт",https://online.metro-cc.ru/products/ahmad-tea-chernyj-earl-grey-200g,,818,AHMAD TEA
567810,"Чай Richard Royal Ceylon черный байховый (2г х 100пак), 200г x 6 шт",https://online.metro-cc.ru/products/richard-royl-ceylon-chernyj-bajhovyj-100-2g,,1740,RICHARD
521460,"Чай Лисма черный крепкий (2г x 25 пак), 50г х 27 шт",https://online.metro-cc.ru/products/lisma-chernyj-krepkij-25h2g-29166,,1212.3,ЛИСМА
601583288,"Чай Curtis Winter Magic ассорти, 20г",https://online.metro-cc.ru/products/chay-curtis-winter-magic-assorti-20g,,199,CURTIS
567569,"Чай Майский Цейлон черный отборный (2г х 100пак), 200г x 6 шт",https://online.metro-cc.ru/products/majskij-chernyj-otbornyj-cejlon-100-pak,,1134,МАЙСКИЙ
402181,"Чай Майский Корона Российской Империи черный (25 пакетиков x 2г), 50г x 3 шт",https://online.metro-cc.ru/products/chernyj-majskij-korona-rossijskoj-imperii-25x2g-555856,,176.7,МАЙСКИЙ
542962,"Чай Ahmad Tea зеленый листовой с жасмином, 200г x 2 шт",https://online.metro-cc.ru/products/zelenyj-ahmad-tea-s-zhasminom-listovoj-200-g,,918,AHMAD TEA
123692,"Чай Принцесса Ява Традиционный зеленый (2г х 25шт), 50г х 2 шт",https://online.metro-cc.ru/products/zelenyj-princessa-yava-25h2g,,129.8,ПРИНЦЕССА ЯВА
